1,Venezuelans Vote Early in Referendum on Chavez Rule (Reuters)
1,S.Koreans Clash with Police on Iraq Troop Dispatch (Reuters)
1,Palestinians in Israeli Jails Start Hunger Strike (Reuters)
1,Seven Georgian soldiers wounded as South Ossetia ceasefire violated (AFP)
1,Rwandan Troops Arrive in Darfur (AP)
1,Rwanda Troops Airlifted to Start AU Mission in Darfur (Reuters)
1,Bomb at India Independence Parade Kills 15 (AP)
1,Australian FM to visit North Korea for talks on nuclear crisis (AFP)
1,Kerry Campaign Helping With Fla. Recovery (AP)
1,Edwards Calls for Changes to Drug Plans (AP)
1,Kerry leading Bush in key swing states (AFP)
1,Democratic Senator Urges Energy Reform (AP)
1,Missouri Attorney General Sues EPA (AP)
1,Mortars Mark Opening of Iraqi Political Conference
1,Japan Ministers Pay Homage at Shrine for War Dead
1,Najaf battle a crucial test for Allawi
1,Who are Ch #225;vez's opponents?
1,"Eye on Athens, China stresses a 'frugal' 2008 Olympics"
1,Tense Iraq debates new assembly
1,Venezuelans vote on Chavez rule
1,Pope celebrates Mass in Lourdes
1,Rwandan soldiers arrive in Sudan
1,Thorpe leads big guns
1,Mystery over judo 'protest'
1,Jackson probe 'should be public'
1,Rumsfeld warning for Iraq's Sadr
1,South Ossetia ceasefire discussed
1,'Mock executions' for UK hostage
1,India carries out rare execution
1,Rowling reads to gathered fans
1,President's fate is on the line in Venezuela
1,Lamenting London's double-deckers Up-to-date buses supplant symbol
1,Clash among warlords casts doubt on Afghanistan's security
1,Options running out as Najaf talks collapse
1,Japanese youths' rage fuels wave of violent crime
1,NATO proclaims victory in Bosnia
1,Koreans of mixed race tackle a prejudice
1,Venezuela Holds Referendum on President
1,Floridians Return to Storm-Ravaged Homes
1,Charley May Not Spike Insurance Premiums
1,Florida Residents Face Hurricane Wreckage
1,"Phelps, Thorpe Advance in 200 Freestyle"
1,Venezuela Opposition Holds Recall Vote
1,Bomb at India Independence Parade Kills 15
1,Memorial Service Held for Lori Hacking
1,"Phelps, Thorpe Advance in 200 Freestyle"
1,Pilgrims Crowd Field for Mass With Pope
1,Iraqi Troops to Take Lead in Fighting Militia
1,High Stakes Showdown in Najaf
1,Nearly 10 Million Afghans to Embrace Democracy (Reuters)
1,Mortars Mark Opening of Iraqi Political Conference (Reuters)
1,Conference Gives Iraq Democracy First Test (AP)
1,Countries Run Drills for Panana Attack (AP)
1,"Police push for surveillance fee on customers' phone, Internet bills (Canadian Press)"
1,Bush should have tackled reform before naming CIA boss: lawmaker (AFP)
1,Venezuelans Rush to Vote in Referendum on Chavez
1,TV: Iraqi Kidnappers of Iran Envoy Want POWs Freed
1,Nearly 10 Million Afghans to Embrace Democracy
1,Rebranded Liechtenstein Welcomes Fresh Prince
1,France marks the 'other D-Day'
1,Phish farewell attracts thousands
1,Iraq troops move angers S Koreans
1,Bush Surveys Damage in Florida as Toll Is Expected to Mount
1,"Phelps, Rival Thorpe in 200M-Free Semis"
1,Pope Struggles Through Mass at Lourdes
1,"Singh, Leonard in Final Pairing at PGA"
1,Venezuela Voters Turn Out in Huge Numbers
1,Reservists Say War Makes Them Lose Jobs
1,Wildfire Sweeps by Old Calif. Mining Town
1,Charley Damage Estimated at \$11 Billion
1,Parks Canada protest greets prime minister at closing of Acadian Congress (Canadian Press)
1,Palestinians in Israeli Jails Start Hunger Strike
1,Frail Pope Ends Tiring Lourdes Pilgrimage
1,No Gold for Phelps As Relay Team Falters
1,Dream Team Stunned by Puerto Rico 92-73
1,Venezuelans Throng to Polls in Chavez Referendum
1,Pope Struggles Through Mass at Lourdes (AP)
1,Florida Starts Massive Hurricane Cleanup
1,Nicky Hilton Marries in Vegas
1,Election-Year Rate Hike Puzzles Some
1,Explosions Echo Throughout Najaf
1,Venezuela Voters Turn Out in Huge Numbers
1,Man Linked to N.J. Gov. Says He's Straight
1,Venezuela Oil Official Predicts Stability (AP)
1,Italy on alert after purported Al-Qaeda ultimatum expires (AFP)
1,Edwards Caps Intense Push in Iowa (AP)
1,Two visions of Iraq struggle to take hold
1,Millions Wait Hours in Venezuela to Vote in Recall Election
1,'Alien Vs. Predator' Smacks Down Rivals
1,"U.S. Men Stunned by Puerto Rico, 92-73"
1,UN Weighs Situation in Burundi Following Massacre
1,Rwanda Troops Start AU Mission in Darfur (Reuters)
1,Rwanda Troops Start AU Mission in Darfur
1,U.S. Soldiers Battle Shiites in Najaf
1,New U.N. Official Assumes Kosovo Control (AP)
1,Venezuelans Line Up to Vote on Chavez
1,Venezuela Voters Crowd Polls in Chavez Referendum
1,Device 'may aid kidney dialysis'
1,U.S. Battles Shiites in Iraqi Holy City (AP)
1,Rumsfeld Briefs Russia on Shift of Forces
1,China's Panchen Lama visits Tibet
1,Bomb Kills 16 During Indian Celebration
1,Rwandan troops arrive in Darfur as president vows force to protect civilians (Canadian Press)
1,Snow Storms Blanket Southern New Zealand (AP)
1,Swimming showdown
1,"Puerto Rico Stuns Dream Team, 92-73"
1,Iraqi Conference on Election Plan Sinks Into Chaos
1,F.B.I. Goes Knocking for Political Troublemakers
1,Tropical Storm Earl Hits Caribbean Isles
1,Report: Michael Jackson Not 'Manhandled'
1,Democrats Pressure McGreevey to Leave Soon
1,Bush Vows Rapid Aid to Hurricane Victims
1,South Korea Warns of Possible North Terrorism (Reuters)
1,Afghans Hail Chance for a Choice
1,"Gas Prices Drop, but Increase Expected"
1,Report: U.S. to Approve Sale of Aegis Ships to Taiwan (Reuters)
1,"Nikkei Down, Oil Worries Hit Exporters (Reuters)"
1,Report: U.S. to Approve Sale of Aegis Ships to Taiwan
1,F.B.I. Goes Knocking for Political Troublemakers
1,Tibet's Second-Holiest Monk Makes Rare Lhasa Visit (Reuters)
1,Greek duo could miss drugs hearing
1,Package prompts US embassy alert
1,Emergency defers Maldives debate
1,Tigers reject Sri Lanka counter proposal to revive talks (AFP)
1,Suspicious Powder Found at U.S. Embassy in Malaysia
1,Chinese dig for villagers buried under landslides after deadly typhoon (Canadian Press)
1,Americans appear in Kabul trial
1,Israel Turns Up Heat on Palestinian Hunger Strike (Reuters)
1,Two Chinese salesman gunned down in Thailand's restive south (AFP)
1,Israel Turns Up Heat on Palestinian Hunger Strike
1,Sudan refugees report new attacks
1,"Bomb at parade in India leaves 16 dead, 40 hurt"
1,Israeli speaks out on McGreevey
1,France remembers WWII Riviera mission
1,Pope struggles at shrine Mass
1,Uncertainty as Venezuela Awaits Referendum Result
1,Chavez Wins Venezuela Referendum-Official Results (Reuters)
1,US embassy in Malaysia in 'anthrax scare' (AFP)
1,Chavez Wins Venezuela Referendum-Preliminary Result
1,Fighting rages in South Ossetia
1,Liechtenstein royals swap power
1,Venezuelan President Survives Recall Vote
1,Rescue Teams Aid Hurricane Charley Victims
1,"Journalist, Translator Missing in Iraq (AP)"
1,Prudential drops bid for S.Korean assest managing firm (AFP)
1,Bush Plans to Withdraw Troops From Abroad (AP)
1,Pair tell of 'Falconio' sighting
1,Mass. Republicans Eye Kerry's Senate Seat (AP)
1,Panchen Lama Visits Tibet Capital (AP)
1,Palestinian Prisoners Launch Hunger Strike
1,Ex-Chess Champion Fischer to Marry Japanese Woman
1,Pakistan still supporting Kashmiri rebels: Indian Home Ministry (AFP)
1,"Britain 'sleepwalking' into big-brother state, watchdog warns (AFP)"
1,India urges Bangladesh not to kill stray elephants (Reuters)
1,Israel Turns Up Heat on Palestinian Hunger Strike
1,Chavez Claims Victory in Referendum on His Rule
1,Olympian on Briton death charge
1,Darfur Displaced Return to 'Live in Fear' of Militia (Reuters)
1,Sudan Trying to Keep Darfur Promises-U.N. (Reuters)
1,Darfur Displaced Return to 'Live in Fear' of Militia
1,Ex-Chess Champion Fischer to Marry Japanese Woman
1,Heiress Nicky Hilton Marries in Vegas
1,Anarchists' Convention Debates Voting
1,U.S. Embassy in Malaysia Has Anthrax Scare (AP)
1,Suspicious Powder Found at U.S. Embassy in Malaysia
1,Megawati Defends Achievements Ahead of Vote
1,Syrian Rights Activist to Be Released Pending Trial
1,Commuter tackles bad train service by starting own railway (AFP)
1,Israel turns up heat on prisoners
1,Grieving families cremate dead after Assam bombing (Reuters)
1,Chechnya marks 'special' birthday
1,Chvez Is Declared the Winner in Venezuela Referendum
1,"Letter, suspicious powder spark anthrax scare at U.S. Embassy in Malaysia (Canadian Press)"
1,Chavez Declares Recall Victory; Foes Claim Fraud
1,Singh Wins PGA Championship in Playoff
1,Crews Rush to Hurricane-Ravaged Florida
1,Stocks Higher Despite Soaring Oil Prices
1,China  Condemns Whistle-Blower
1,Superstar's uncivil behavior is criminal (Chicago Tribune)
1,Canada must help raise profile of development issues in Africa: Goodale (Canadian Press)
1,Govt likely to cut oil product duties - official (Reuters)
1,National pharmacare program would reduce hospital waiting lists: McGuinty (Canadian Press)
1,Losses and Lessons for Bush and Kerry (Los Angeles Times)
1,Pakistan Military Plays Down 'Terror Summit' Report
1,Trial on Private Prison in Afghanistan Is Underway
1,Bush's Withdrawal Plan Could Draw Votes
1,Delegates Urge Al-Sadr to Leave Shrine
1,Phelps to Take on Thorpe in Busy Night
1,"Haas, Cink Selected for Ryder Cup Team"
1,Florida Hurricane Death Toll Rises to 17
1,Stocks Sharply Higher on Dip in Oil Prices
1,"Speed Up Saddam's Trial, Allawi Tells Court (Reuters)"
1,China Typhoon Death Toll Rises; 40 Missing (AP)
1,"Speed Up Saddam's Trial, Allawi Tells Court"
1,Singer 'may move to French jail'
1,What is this Man Plotting?
1,"Bombs explode at Nepal luxury hotel, no casualties (Reuters)"
1,AdWatch: Bush Raps Kerry on Intel Reform (AP)
1,Bicycle Bomber Attacks Nepal Hotel
1,Donkey cart beats out Porsche in Portuguese road race (AFP)
1,Sudan army voices opposition to upgrading of African Union mission (AFP)
1,U.N. Official Urges Political Independence (AP)
1,Jackson Squares Off With Attorney
1,AP: Group Discovers John the Baptist Cave
1,Delegates Urge Al-Sadr to Leave Shrine
1,Bush Announces Plan for Troop Realignment
1,India makes elephants appeal
1,Murder search police make arrest
1,Bush Announces Plan to Realign Thousands of Troops
1,Bush Announces Plan for Troop Realignment
1,Jackson Squares Off With Attorney
1,2 More Turkish Men Taken Hostage in Iraq (AP)
1,U.S. Awaits Judgment on Venezuela Voting (AP)
1,"Bush, Kerry Press for Women's Votes (AP)"
1,Insurers face massive storm bill
1,Fischer Appeals to Powell to Help Him Renounce U.S. Citizenship
1,"US to withdraw up to 70,000 troops from Europe and Asia: Bush (AFP)"
1,Thorpedo Sinks Phelps' Shot at Record
1,AP: Group Finds Cave Linked to Baptist
1,Hurricane Emergency Aid Set Up in Florida (AP)
1,Iran Calls for U.N. Intervention in Iraq (AP)
1,Congolese Massacre Victims in Burundi Mourned
1,Reality TV under fire in Portugal following 'Big Brother' suicide bid (AFP)
1,"2 Kidnapped in Iraq, 2 Others Freed (AP)"
1,Iraq Conference in Najaf Peace Bid; Oil Well Ablaze
1,Lufthansa to levy 'temporary' fuel surcharge (AFP)
1,Iraq's Al-Yawer Vows Kurd Rebel Crackdown (AP)
1,Japanese Power Company Missed Inspections (AP)
1,Bush Announces Plan for Troop Realignment
1,Ex-Spymasters Want Power for Intel Czar (AP)
1,Germans Wary of U.S. Troop Withdrawal (AP)
1,Veterans Set for Republican Convention (AP)
1,Congolese Massacre Victims in Burundi Mourned
1,Americans in Afghan Trial Ask FBI for Documents
1,GM to Begin Making Cadillacs in China (AP)
1,Champion boxer stabbed to death
1,Stocks Sharply Higher on Dip in Oil Prices
1,"Income Gap Up Over Two Decades, Data Show"
1,Trial Set for Courtney Love in Drug Case
1,Carter Endorses Chavez Win in Venezuela
1,Suspected Militants Kidnap Iraqi Officer-Jazeera (Reuters)
1,Suspected Militants Kidnap Iraqi Officer-Jazeera
1,Hundreds feared trapped as floods wreak havoc in southwest England (AFP)
1,"Donsanjh still nixing pharmacare, but premiers plan meeting to refine program (Canadian Press)"
1,Gebrselassie 'may pull out'
1,Husky Energy signs seventh contract with China National Offshore Oil Corp. (Canadian Press)
1,Venezuelans Vote to Keep Chavez in Office
1,Dow Closes Up 129 As Oil Prices Drop
1,Haitian Rebel Leader Appears for Trial (AP)
1,"For US team, the night of decision"
1,"Ch #225;vez declares referendum victory, but is battle over?"
1,Aid agencies rethink strategy
1,Even Greek grandmas root for the home team
1,UN tries to keep up dialogue after Khartoum irked by Darfur criticism (AFP)
1,Flash floods force big rescue operation in tourist area of England (Canadian Press)
1,Harkin Calls Cheney Comments 'Cowardly' (AP)
1,Deadline Looms for Suspects in UK Anti-Terrorism Raids
1,Rwanda issues genocide warning
1,Hurricane Victims Wait for Food and Water
1,Players Union Challenges Carter's Release
1,A Look at U.S. Military Deaths in Iraq (AP)
1,New bird spotted in Philippines
1,"Chavez Survives Recall, Vows to Deepen Revolution"
1,FBI Tracks Potential GOP Protesters (AP)
1,Bush Announces Plan for Troop Realignment (AP)
1,Thorpedo Sinks Phelps' Shot at Spitz Mark
1,SEC Opens Inquiry Into Google Stock Issue
1,Venezuelans Vote to Keep Chavez in Office (AP)
1,Edwards Vows Economic Aid for Heartland (AP)
1,"Chavez Survives Recall, Vows to Deepen Revolution (Reuters)"
1,British researchers trace John Kerry's family back to European royalty (Canadian Press)
1,Chavez's Victory Garners Int'l Approval (AP)
1,Venezuela Votes by Large Margin to Retain Chvez
1,The Geisha Stylist Who Let His Hair Down
1,Hard-Hit Havana Still Short of Water
1,Syrian Court Releases Rights Activist on Bail
1,Iraqi peace team to go to Najaf
1,China Tests New Guided Missile Amid Taiwan Tensions
1,New York City Lowering Its Sights for a Convention Boom
1,Suspect Admits Jewish Graves Desecration (AP)
1,Hospitalised woman in Vietnam tests positive for bird flu (AFP)
1,Nikkei Rises by Midday (Reuters)
1,"Nation's Charter Schools Lagging Behind, U.S. Test Scores Reveal"
1,Hezbollah Re-Elects Sheik Hassan Nasrallah (AP)
1,Clashes persist in South Ossetia
1,China Typhoon Death Toll Rises to 164 (Reuters)
1,"Australian opposition pulls ahead in close election race, polls show (AFP)"
1,Iraqi Delegation Set for Najaf Peace Bid (Reuters)
1,Indonesia Reduces Jail Sentences of Militants (Reuters)
1,Iraqi Delegation Set for Najaf Peace Bid
1,New intelligence reform bill may pit US Congress against White House (AFP)
1,Sprinters' coach confident
1,Professor devises climate-based model to predict football sackings (AFP)
1,EU nations slam Tiger rebels as fresh killings dim Sri Lanka peace hopes (AFP)
1,Israeli Soldiers Kill Two Gaza Militants (Reuters)
1,"Sharon Approves 1,000 Settlement Homes in W.Bank"
1,American says US backed his jail
1,Communists condemn whistle-blower
1,Saudis Use 9-11 Report in U.S Ad Campaign (AP)
1,Mexican Migrant Seeks U.S. Work Visa (AP)
1,"Stressed, Depressed Japan Princess May Visit Brunei (Reuters)"
1,"Nepal Army on Alert, Hotel Shut After Bombs"
1,Fighting in Western Afghanistan Kills 3 (AP)
1,Israel to Build New Housing Units (AP)
1,Sharon 'backs settlement homes'
1,Oprah to sit on murder trial jury
1,U.S. Handling of Helicopter Crash Irks Okinawa (Reuters)
1,Testimony Opens in 9/11 Retrial Case (AP)
1,India agree contracts
1,Mortar Attack in Central Baghdad Kills 5
1,Burundi Army Says Might Enter Congo After Massacre (Reuters)
1,"NY Seen Steady; Eyes on AMAT, Motorola (Reuters)"
1,Burundi Army Says Might Enter Congo After Massacre
1,American Allies Embrace U.S. Military Plan (AP)
1,Taiwan Offers Compromise on Direct China Links
1,"Baghdad Blast Kills Seven, Najaf Fighting Rages"
1,Wanted: Sleeping Space for Protesters. Hot Water Optional.
1,"North Korea Talks Still On, China Tells Downer"
1,Israel Invites Bids in Construction Plan (AP)
1,Higher oil prices to trim China's 2004 GDP growth (AFP)
1,Three Members of Bhutto's Party Killed (AP)
1,"Sharon Allows 1,000 More Settler Homes in West Bank"
1,Russian Court Rejects Researchers' Appeal (AP)
1,Revealing Hospital Gowns Redesigned
1,Stocks to Be in a Cautious Mood at Open
1,Hostile Takeover
1,Giving Back Hope
1,US hurricane victims face turmoil
1,Twins of the world unite in France (AFP)
1,Developing states to seek voice in fighting terror (Reuters)
1,Afghan president gains backing of militia commanders ahead of polls (AFP)
1,Iraqi Delegation Flies to Najaf in Peace Bid
1,"U.S. to Give Cuba  #36;50,000 Hurricane Aid (AP)"
1,Germany Shaken by U.S. Plans to Withdraw Troops
1,Americans Miss Cut in 100-Meter Freestyle
1,"790,000 Still Have No Power in Florida"
1,'Boots' Takes Gold at the Ferret Olympics
1,U.S. Brokers Cease-fire in Western Afghanistan
1,Football: Liverpool sign Nunez
1,Rescue workers comb storm-hit Cornish village after flash flood horror (AFP)
1,Vietnam Hosts Investment Conference (AP)
1,"BHP Billiton year to June profit seen up sharply on higher prices, demand (AFP)"
1,Court to Consider Yukos' Plea on Tax Bill (AP)
1,Iraq Peace Mission in Najaf; Baghdad Blast Kills 7
1,Ugandan Army Says Nine LRA Rebels Killed
1,Moldovan summertime 'Love Under a Lime Tree' sets European hips swinging (AFP)
1,Americans Falter in 100M Freestyle Prelims
1,Consumer Prices Fall As Gas Costs Drop
1,U.S. Brokers Cease-fire in Western Afghanistan (Reuters)
1,Warming threatens California wine
1,Phaithful Phlock to the Phinish as the 21-Year Jam Ends in Tears
1,Iraqi Peace Mission in Najaf; Baghdad Blast Kills 7
1,Fish Dumped at Landmark in Pollution Protest (Reuters)
1,Text Message Leads Police to Killers (AP)
1,Charges laid against eight British terror suspects (AFP)
1,Father of Pakistan Al Qaeda Suspect Files Petition
1,Eight men face terror charges
1,Protester sparks security review
1,Man charged with killing ex-miner
